Image,Class,Pixel Intensity,Aspect Ratio,Perimeter,Solidity,Convexity,Euler's Number
50046.png,7,0.09750900360144057,0.85,77.5979790687561,0.5627906976744186,0.7347197547356156,1
10357.png,7,0.1706282513005202,0.9,83.94112491607666,0.615916955017301,0.7486300403224776,1
42928.png,7,0.141671668667467,0.8,76.52691090106964,0.6122448979591837,0.7773656028578996,1
29325.png,7,0.13696478591436576,0.65,65.4558436870575,0.7346938775510204,0.8122151619025229,1
52490.png,7,0.11266506602641056,0.8,80.87005722522736,0.5879629629629629,0.6824253182521312,0
38869.png,7,0.1461984793917567,0.9,77.21320307254791,0.5888888888888889,0.8101357683136767,1
2380.png,7,0.12061824729891957,1.0,82.52691113948822,0.5340909090909091,0.753174595536003,1
28447.png,7,0.13318327330932372,0.75,70.38477599620819,0.6140350877192983,0.8129961878057087,1
17969.png,7,0.13055222088835533,0.65,70.52691125869751,0.7319587628865979,0.7680800780481325,1
13024.png,7,0.1110344137655062,0.6,71.4558436870575,0.6494845360824743,0.7228351946217861,1
47978.png,7,0.07511504601840736,0.6,63.21320307254791,0.5260115606936416,0.8311015556408717,1
55693.png,7,0.1593737494997999,0.8,72.52691125869751,0.6909871244635193,0.7879153328754721,1
36512.png,7,0.15649259703881552,0.8,78.87005722522736,0.6436781609195402,0.7683649920323982,0
52568.png,7,0.11572128851540617,0.9,83.94112491607666,0.5036496350364964,0.7290207626908702,1
14455.png,7,0.1007953181272509,0.9,80.76955223083496,0.510548523206751,0.7537846332874634,1
1619.png,7,0.10127050820328132,0.7,77.59797871112823,0.5608695652173913,0.7132352173846084,1
15923.png,7,0.11722689075630252,0.7,68.04163014888763,0.6220095693779905,0.7993647029431478,1
8137.png,7,0.10148559423769507,0.65,74.5269113779068,0.5740740740740741,0.764637650763393,1
15452.png,7,0.13641956782713086,0.7,68.38477599620819,0.6143497757847534,0.8372620780442112,1
57676.png,7,0.1345738295318127,0.8,71.79898953437805,0.6153846153846154,0.830315902853608,1
59638.png,7,0.11135454181672669,0.7,75.11269772052765,0.5397489539748954,0.758623923287827,1
11435.png,7,0.11611644657863145,0.6,67.4558436870575,0.6482412060301508,0.7580749698030768,1
4175.png,7,0.12559023609443778,0.7,77.35533833503723,0.6561085972850679,0.7202423392281636,1
32104.png,7,0.10536214485794318,0.7,72.42640602588654,0.5720720720720721,0.7775792851106749,1
640.png,7,0.125375150060024,1.0,79.21320295333862,0.5234375,0.7764963859991992,1
15209.png,7,0.10731792717086834,0.7,72.38477599620819,0.5535714285714286,0.7937362010003199,1
55603.png,7,0.12056322529011605,0.7,68.52691125869751,0.5677083333333334,0.781446810091526,1
6881.png,7,0.12966686674669867,1.1111111111111112,82.42640602588654,0.626984126984127,0.7332226648408169,1
39540.png,7,0.059298719487795123,0.5,62.38477599620819,0.49390243902439024,0.8055423933135274,1
59360.png,7,0.1528611444577831,1.25,70.14213538169861,0.5897435897435898,0.8249450210203904,1
35277.png,7,0.09940976390556222,0.7,71.59797871112823,0.6296296296296297,0.7525377747732859,1
2986.png,7,0.17995198079231692,0.9,90.18376529216766,0.7058823529411765,0.7115409053570171,1
29595.png,7,0.12426970788315327,0.8,83.69848430156708,0.576,0.6878118806314546,1
19003.png,7,0.1112044817927171,0.9,79.740114569664,0.6859903381642513,0.751312186446027,1
42466.png,7,0.13339335734293717,0.7,79.11269783973694,0.6437768240343348,0.696875159582585,1
4907.png,7,0.13295818327330933,0.7,78.14213538169861,0.6336206896551724,0.7556307588553781,1
9560.png,7,0.15028511404561823,0.65,63.31370830535889,0.7178217821782178,0.8740412621112444,1
49012.png,7,0.0545718287314926,1.3,60.62741661071777,0.5592105263157895,0.812291295220411,-1
58143.png,7,0.06660664265706283,0.7647058823529411,69.11269772052765,1.0,0.7086213631242836,2
53523.png,7,0.10247098839535813,0.9,74.87005710601807,0.4765625,0.8045856436650286,1
44975.png,7,0.0859593837535014,0.5,66.28427076339722,0.6521739130434783,0.734396813350373,1
4061.png,7,0.12620048019207683,1.1764705882352942,81.35533821582794,0.5942622950819673,0.7023358817747449,1
55363.png,7,0.10812324929971989,0.65,71.59797859191895,0.6878306878306878,0.7572985350749338,1
56294.png,7,0.11733693477390957,0.8,73.21320307254791,0.5454545454545454,0.8045600780156391,1
46215.png,7,0.11138955582232893,0.8,81.5979790687561,0.569620253164557,0.6964531903635719,1
30549.png,7,0.10318127250900361,0.6,66.5269113779068,0.6052631578947368,0.8077653848535759,1
56167.png,7,0.17280412164865946,0.85,82.18376529216766,0.7018867924528301,0.754673964613762,1
7314.png,7,0.1006202480992397,0.7,85.69848418235779,0.5695652173913044,0.6629638034550969,1
15954.png,7,0.11006902761104441,0.75,77.4558436870575,0.5752212389380531,0.6983754654179011,1
12769.png,7,0.09521308523409364,0.7,68.62741649150848,0.5404040404040404,0.7707936911263096,1
50910.png,7,0.15014505802320927,0.95,84.52691113948822,0.6395348837209303,0.7017328300685015,1
23603.png,7,0.1135454181672669,0.9,92.42640578746796,0.6271929824561403,0.6735945077717709,1
26337.png,7,0.11849739895958383,0.8,73.69848430156708,0.6079295154185022,0.7783572183708141,1
57376.png,7,0.09065626250500201,0.7,78.62741661071777,0.5238095238095238,0.7026140088819919,1
29859.png,7,0.09115646258503401,0.55,58.97056245803833,0.6526946107784432,0.8761439120924112,0
59462.png,7,0.1511454581832733,0.75,74.72792184352875,0.6039215686274509,0.8066763072276675,1
21322.png,7,0.1274609843937575,0.5,60.72792184352875,0.7010869565217391,0.868205990988651,1
21666.png,7,0.13810524209683875,0.8,76.66904628276825,0.7068062827225131,0.7263167980020728,1
14969.png,7,0.11311524609843937,0.6,73.4558436870575,0.6188118811881188,0.7326083872151348,1
45901.png,7,0.08572428971588636,0.65,63.11269760131836,0.6547619047619048,0.8470441061940698,1
6241.png,7,0.11085434173669467,0.7,67.69848430156708,0.6827956989247311,0.7589807452912241,1
12813.png,7,0.11502601040416166,0.85,81.11269783973694,0.5097276264591439,0.7139867729795335,1
5049.png,7,0.13754501800720287,0.8,85.01219236850739,0.6582278481012658,0.6962768679377302,1
49277.png,7,0.12255402160864345,0.9,77.4558436870575,0.5537190082644629,0.7729740993994414,1
46641.png,7,0.09375250100040015,0.45,65.79898953437805,0.6855345911949685,0.7371886680662921,1
1381.png,7,0.14830432172869148,0.65,66.87005710601807,0.7276995305164319,0.8354260312819456,1
56846.png,7,0.10421168467386956,0.7,75.35533845424652,0.5807860262008734,0.7406692802315271,1
49719.png,7,0.1034313725490196,0.7,74.18376529216766,0.6507936507936508,0.7201923458835376,1
14832.png,7,0.14523809523809522,0.8,99.94112491607666,0.5772058823529411,0.5905530564111475,1
43019.png,7,0.09921468587434974,0.6,68.87005710601807,0.6059113300492611,0.7997477850631185,1
53137.png,7,0.08911564625850339,0.6,72.42640578746796,0.688622754491018,0.7273185488077066,1
30643.png,7,0.08764005602240896,0.8,83.74011480808258,0.5971563981042654,0.6617615233617778,1
1422.png,7,0.10044517807122849,0.7,68.87005710601807,0.5523809523809524,0.8004198881073837,1
11159.png,7,0.1082482993197279,0.7,74.76955199241638,0.6124401913875598,0.7436674671811607,1
29482.png,7,0.09761904761904762,1.0,81.45584344863892,0.4828897338403042,0.7826995678654949,1
34032.png,7,0.10250100040016007,0.7368421052631579,67.31370830535889,0.5778894472361809,0.8364880868328237,1
