Image,Class,Pixel Intensity,Aspect Ratio,Perimeter,Solidity,Convexity,Euler's Number
57978.png,7,0.13691476590636253,1.1111111111111112,83.4558436870575,0.640495867768595,0.6829176456273199,1
54253.png,7,0.0865296118447379,0.6,70.76955199241638,0.632768361581921,0.7243871341216424,1
42004.png,7,0.12187374949979993,0.7,76.76955187320709,0.5933014354066986,0.6943860250728833,1
42959.png,7,0.08960584233693476,0.7,69.4558436870575,0.578125,0.0,1
20296.png,7,0.09258203281312526,0.6,58.72792184352875,0.6023391812865497,0.8620653737200875,1
56880.png,7,0.09917466986794718,0.9,77.69848430156708,0.5186721991701245,0.7750582365999735,1
27357.png,7,0.11419567827130853,0.85,74.72792184352875,0.49382716049382713,0.8236139553009332,1
32608.png,7,0.09379751900760304,0.7,74.28427064418793,0.5714285714285714,0.7390515896316456,1
3933.png,7,0.09246698679471789,0.6,66.28427064418793,0.5806451612903226,0.8304215807513486,1
16505.png,7,0.11916266506602641,0.7,74.87005722522736,0.6308411214953271,0.7489594539232175,1
58143.png,7,0.06660664265706283,0.7647058823529411,69.11269772052765,1.0,0.7086213631242836,2
33315.png,7,0.11167466986794719,0.7,76.18376541137695,0.5927601809954751,0.7449190357629971,1
16771.png,7,0.125,1.1111111111111112,89.84061992168427,0.5914396887159533,0.6797839197392745,1
19823.png,7,0.14682372949179673,0.8,74.28427052497864,0.5896414342629482,0.7713807823841318,1
48976.png,7,0.10791316526610643,0.6,65.21320307254791,0.6528497409326425,0.8295684647210215,1
57350.png,7,0.11963785514205681,0.85,73.31370830535889,0.5802469135802469,0.8375553065076622,1
7085.png,7,0.14801420568227291,1.25,78.04163002967834,0.6142322097378277,0.7672469715996765,1
324.png,7,0.1267406962785114,0.8,92.04163014888763,0.59375,0.6344224093279591,1
24583.png,7,0.1392156862745098,1.0,86.18376564979553,0.5719298245614035,0.7477536096075977,1
45138.png,6,0.08111744697879152,0.6,56.041630029678345,0.6496815286624203,0.8864719804438808,0
30074.png,6,0.11495598239295718,0.5,59.6984840631485,0.7513812154696132,0.8423968024852457,0
21418.png,6,0.09580332132853142,0.6,68.04163014888763,0.6421052631578947,0.7438149516834722,0
27319.png,6,0.169452781112445,0.9,78.04163014888763,0.6951672862453532,0.7802989830870282,0
39455.png,6,0.2725790316126451,1.0,81.3553386926651,0.8056426332288401,0.7731971552917952,1
41201.png,6,0.19732392957182873,0.9,75.35533845424652,0.7821428571428571,0.8009366702682934,0
10910.png,6,0.15092537014805923,0.85,77.45584344863892,0.6263736263736264,0.7632672853803825,0
1671.png,6,0.08053221288515405,0.5,64.7695517539978,0.5988023952095808,0.7520354800368795,0
1686.png,6,0.08993097238895559,0.5,55.21320307254791,0.7,0.8772526390592688,0
46045.png,6,0.13917567026810726,0.95,102.91168701648712,0.64,0.5940895789157083,0
14731.png,6,0.11819727891156463,0.75,72.28427064418793,0.6244343891402715,0.7928133219546752,0
27757.png,6,0.12098839535814326,0.9444444444444444,78.4264065027237,0.6313559322033898,0.0,0
5593.png,6,0.141921768707483,0.75,81.84061932563782,0.6779661016949152,0.6794205803498369,-1
55942.png,6,0.12258403361344539,0.7,68.76955211162567,0.6912442396313364,0.7780444145988804,0
7598.png,6,0.128921568627451,0.95,86.18376553058624,0.5578947368421052,0.7030599644732279,0
58246.png,6,0.14471788715486195,1.1111111111111112,92.42640590667725,0.6549295774647887,0.6360292278958656,0
46411.png,6,0.11920268107242897,0.8,70.18376541137695,0.7142857142857143,0.8150671883765268,-1
52765.png,6,0.12720588235294117,0.6,63.94112467765808,0.7860696517412935,0.8165821437208077,-1
41423.png,6,0.12444977991196479,0.9,75.84061992168427,0.679324894514768,0.7957280986656794,-1
22074.png,6,0.08237294917967186,0.4,57.21320307254791,0.6753246753246753,0.8558028732364277,0
13884.png,1,0.049954981992797125,0.4,45.79898953437805,0.8,0.9462564919414694,1
56980.png,1,0.05942877150860344,0.2,44.72792184352875,0.7790697674418605,0.9421527063166586,1
48851.png,1,0.09722889155662265,0.35,46.72792184352875,0.8347826086956521,0.9554253990281125,1
7169.png,1,0.06445578231292518,0.6,51.69848418235779,0.8118811881188119,0.9460937611365666,1
55121.png,1,0.053706482593037216,0.3,48.38477599620819,0.7368421052631579,0.8969831567765816,1
15999.png,1,0.08790516206482593,0.5,51.79898941516876,0.7424242424242424,0.9455692767383201,1
57430.png,1,0.0833533413365346,0.25,47.899494767189026,0.86,0.9434757318248993,1
34402.png,1,0.09255202080832332,0.5,59.31370830535889,0.6586826347305389,0.8637616946628657,1
3901.png,1,0.08237294917967186,0.7,51.6984840631485,0.831858407079646,0.954928673549524,1
47982.png,1,0.0684873949579832,0.3,48.14213538169861,0.7358490566037735,0.9384953902495118,1
24631.png,1,0.09305222088835535,0.55,52.041630148887634,0.8360655737704918,0.9467266318256132,1
49504.png,1,0.06701680672268907,0.25,43.071067690849304,0.8461538461538461,0.9693036298898998,1
51417.png,1,0.05940376150460184,0.15,42.24264061450958,0.8695652173913043,0.979311553116329,1
1200.png,1,0.0725390156062425,0.3,45.31370830535889,0.8152173913043478,0.9588469594158814,1
15722.png,1,0.055042016806722695,0.15,42.24264061450958,0.958904109589041,0.9918767926644859,1
57973.png,1,0.05312124849939976,0.2,44.485281229019165,0.7560975609756098,0.9582306849626272,1
52392.png,1,0.11438075230092037,0.7,84.04162991046906,0.6100917431192661,0.6657680875712386,1
56870.png,1,0.04484293717486995,0.2,43.31370830535889,0.7397260273972602,0.9620873182413514,1
7349.png,1,0.05719787915166066,0.85,55.597978711128235,0.803921568627451,0.9591524875373039,1
19639.png,1,0.10330132052821128,0.55,51.79898953437805,0.7956204379562044,0.9292339370944426,1
12622.png,8,0.11543617446978792,0.4,51.79898953437805,0.8333333333333334,0.9376221496174902,-2
17084.png,8,0.1387204881952781,0.6,60.28427064418793,0.7533632286995515,0.9088093507565235,-1
29863.png,8,0.10514705882352941,0.65,77.35533809661865,0.6881720430107527,0.6790275282303562,-2
4215.png,8,0.10964885954381752,0.8,61.455843687057495,0.6699029126213593,0.9090451329853653,-2
32735.png,8,0.11978291316526611,0.65,64.28427040576935,0.6533864541832669,0.8882499854498482,1
50015.png,8,0.14191176470588235,0.65,61.455843687057495,0.7130044843049327,0.8795735522779978,-1
55221.png,8,0.1426970788315326,0.7,62.870057106018066,0.7142857142857143,0.8940576382819297,0
55264.png,8,0.08943077230892357,0.55,55.69848418235779,0.702247191011236,0.8955563089274029,-2
10079.png,8,0.11824729891956783,0.8,59.69848430156708,0.7817258883248731,0.9260886734794888,-1
43524.png,8,0.17553021208483394,0.8,67.69848430156708,0.7242647058823529,0.8731139609429259,0
11734.png,8,0.13611944777911164,1.1111111111111112,76.87005710601807,0.6423611111111112,0.7860302699625802,-2
15911.png,8,0.17742096838735494,1.0,87.94112479686737,0.6943521594684385,0.7074905676584972,2
21395.png,8,0.23266806722689076,1.0,68.04162991046906,0.8065476190476191,0.9491439545778916,-1
32615.png,8,0.14752400960384154,0.7,64.87005698680878,0.6729323308270677,0.9093822257532381,-1
27278.png,8,0.19328231292517006,0.8,68.28427064418793,0.7550335570469798,0.8887822849887885,-2
28301.png,8,0.18706482593037213,0.9,68.28427076339722,0.7649253731343284,0.8779725503385957,0
3619.png,8,0.18988095238095237,0.8,66.62741661071777,0.7366548042704626,0.9047624034354791,-1
2383.png,8,0.140531212484994,1.25,60.284270882606506,0.8076923076923077,0.9301446015987345,-1
19177.png,8,0.12306922769107642,0.9,76.52691125869751,0.6936170212765957,0.7801270155914224,0
14203.png,8,0.22361944777911166,0.75,65.21320295333862,0.8439716312056738,0.9082262884297267,-1
56793.png,4,0.13014705882352942,0.6,74.38477599620819,0.6651376146788991,0.7309897843060508,1
41886.png,4,0.12511504601840737,0.8,86.76955187320709,0.6205533596837944,0.6623758414308611,1
33322.png,4,0.14627851140456183,0.75,81.4558435678482,0.6311475409836066,0.6805865848832235,1
29321.png,4,0.1498049219687875,0.9,82.87005722522736,0.6212121212121212,0.7182074888253955,1
3352.png,4,0.11828231292517007,0.6,62.14213538169861,0.7005649717514124,0.8142401342077825,1
1667.png,4,0.07410464185674269,0.6,71.69848430156708,0.5664739884393064,0.7002182335945899,1
59232.png,4,0.12074329731892758,0.9,77.01219201087952,0.6621621621621622,0.7393379938231192,1
15400.png,4,0.06856742697078831,0.6842105263157895,78.87005722522736,0.49038461538461536,0.6874023183020453,1
48405.png,4,0.14311224489795918,0.85,76.62741661071777,0.609375,0.7440581834374678,1
37339.png,4,0.1293217286914766,0.9,84.66904652118683,0.5403225806451613,0.7131755967780048,1
257.png,4,0.11133453381352541,0.75,77.94112491607666,0.6683168316831684,0.02566039433166388,1
11255.png,4,0.1293317326930772,0.9,87.74011421203613,0.676595744680851,0.675533496609178,1
39543.png,4,0.11173469387755103,0.7,72.52691125869751,0.6313131313131313,0.7359388898446566,1
39204.png,4,0.1874799919967987,1.0,89.94112491607666,0.6655629139072847,0.69312127793729,1
4493.png,4,0.14006602641056423,1.1111111111111112,87.94112491607666,0.6204379562043796,0.671249890728475,1
54745.png,4,0.10013005202080832,0.6,70.38477599620819,0.6358695652173914,0.7283074778539269,1
20234.png,4,0.06833733493397359,0.75,87.21320307254791,0.45021645021645024,0.6366690698874339,1
926.png,4,0.14219187675070027,0.9,87.4558436870575,0.5531914893617021,0.6845259329261987,1
11414.png,4,0.13392857142857142,0.7,68.28427076339722,0.7297297297297297,0.7867588724623827,1
680.png,4,0.10438175270108044,0.85,92.66904652118683,0.5840336134453782,0.6322372931697706,1
58660.png,3,0.13700980392156864,0.7,87.69848418235779,0.6585365853658537,0.6594526432477089,-1
52041.png,3,0.12898659463785517,0.6,87.69848418235779,0.652542372881356,0.6421160506153504,1
9253.png,3,0.0849139655862345,0.7,87.35533833503723,0.5151515151515151,0.6565186909220844,1
56565.png,3,0.17535514205682273,0.8,93.59797883033752,0.6906474820143885,0.6401503425136428,1
46211.png,3,0.11377050820328131,0.75,90.76955199241638,0.5720164609053497,0.6326682804631112,1
45959.png,3,0.07353941576630652,0.75,93.25483298301697,0.4246031746031746,0.619906074902214,1
29294.png,3,0.12461984793917567,1.1111111111111112,82.7695517539978,0.5979020979020979,0.7121179112741755,0
59440.png,3,0.24325230092036815,1.0526315789473684,79.4558435678482,0.8032258064516129,0.8041700048501634,0
20728.png,3,0.06560124049619849,1.3636363636363635,102.42640602588654,0.39649122807017545,0.6078749228587985,1
24573.png,3,0.2100890356142457,0.8,100.76955199241638,0.7331189710610932,0.6468444372897258,1
32193.png,3,0.14841936774709882,1.0526315789473684,97.8406195640564,0.649402390438247,0.6097569804870006,1
55488.png,3,0.0936624649859944,0.45,70.87005722522736,0.5773195876288659,0.7471391816313944,1
32811.png,3,0.13423369347739095,0.8,100.08326017856598,0.6052631578947368,0.5811745228883712,1
30411.png,3,0.16834733893557424,0.75,96.52691125869751,0.7011070110701108,0.6168487178669556,1
59725.png,3,0.1925920368147259,0.9,107.59797894954681,0.643312101910828,0.606523327751224,1
45801.png,3,0.21183473389355745,1.0,122.08326005935669,0.6877076411960132,0.5063566538975653,2
22474.png,3,0.08790516206482593,0.6,75.11269772052765,0.5145631067961165,0.7185447015217297,1
47587.png,3,0.23178271308523407,0.9,78.87005710601807,0.7730263157894737,0.7718163709353411,0
43196.png,3,0.13179771908763505,0.7,102.18376541137695,0.6197718631178707,0.582269687646492,1
1432.png,3,0.21166466586634652,1.0,102.18376553058624,0.6477611940298508,0.6497457516931695,1
59721.png,2,0.169077631052421,1.0,85.8406194448471,0.5992647058823529,0.7005305206998779,0
41835.png,2,0.08827531012404963,0.75,76.52691113948822,0.48,0.7445572753805813,0
40366.png,2,0.17092837134853942,0.95,88.18376541137695,0.6701388888888888,0.7265190600187872,0
432.png,2,0.11029411764705882,0.85,92.28427076339722,0.49514563106796117,0.705017053502544,0
2851.png,2,0.16866746698679472,1.0,82.5269113779068,0.6236933797909407,0.7432966904429655,1
44166.png,2,0.12391456582633052,0.95,93.94112479686737,0.5096153846153846,0.7144310092688732,0
50899.png,2,0.17475990396158464,0.65,81.25483310222626,0.74,0.7021016497873346,1
15836.png,2,0.08359343737494998,0.5,77.69848418235779,0.558974358974359,0.7041485071347292,1
34902.png,2,0.1625700280112045,1.0,96.52691125869751,0.6931034482758621,0.63351534460244,0
54795.png,2,0.18912064825930372,0.95,84.04163014888763,0.6883116883116883,0.7743048966190752,1
44371.png,2,0.1446728691476591,1.25,78.28427064418793,0.708502024291498,0.7444326797764443,0
39153.png,2,0.2200280112044818,0.9,85.94112491607666,0.7364864864864865,0.7384838509064575,1
53284.png,2,0.14148159263705481,1.25,87.6984840631485,0.6450381679389313,0.6842515886628537,0
47966.png,2,0.06138955582232893,1.5454545454545454,62.627416491508484,0.5862068965517241,0.7778571200386392,1
58472.png,2,0.14737394957983194,0.8,91.25483310222626,0.5865724381625441,0.686367506003973,1
42708.png,2,0.14392757102841136,0.9,82.18376553058624,0.5842293906810035,0.7619262243681799,0
13384.png,2,0.13246298519407762,0.8,89.0121922492981,0.6,0.6837645438246724,1
3300.png,2,0.17324429771908764,1.3571428571428572,87.35533845424652,0.751937984496124,0.6634051979314758,1
20179.png,2,0.1441376550620248,1.0526315789473684,94.18376541137695,0.5709459459459459,0.6872102195999961,0
32264.png,2,0.14338235294117646,0.9,89.94112467765808,0.6075085324232082,0.6839789521599486,0
15655.png,5,0.09204181672669068,1.5384615384615385,87.69848418235779,0.6515151515151515,0.5978951902673364,1
35310.png,5,0.10534713885554221,0.5,64.62741649150848,0.7243243243243244,0.7900936322460889,0
52527.png,5,0.13741996798719486,0.95,102.18376541137695,0.5704225352112676,0.620867208927541,1
5157.png,5,0.08351340536214485,1.5555555555555556,64.38477599620819,0.8285714285714286,0.5700186210612744,2
28994.png,5,0.11927270908363347,0.55,96.7695517539978,0.6090225563909775,0.625275039414393,2
38896.png,5,0.12880652260904363,1.1111111111111112,91.69848418235779,0.5468164794007491,0.6663679846094182,1
13619.png,5,0.06708683473389356,0.9166666666666666,79.35533833503723,0.46601941747572817,0.0,2
59400.png,5,0.2744247699079632,1.0,108.62741661071777,0.7794117647058824,0.6116784648370258,1
27576.png,5,0.10396658663465387,0.75,98.52691125869751,0.5325670498084292,0.6043128841117403,1
27954.png,5,0.11372048819527811,1.0,93.59797894954681,0.5863453815261044,0.6381681005852137,1
42509.png,5,0.1448329331732693,0.9,100.42640590667725,0.5469255663430421,0.635937367156357,1
6451.png,5,0.08519907963185273,1.5384615384615385,72.28427064418793,0.6589595375722543,0.7104978543999674,1
21873.png,5,0.21673669467787116,0.9,100.28427064418793,0.7525083612040134,0.6410354761687355,1
50739.png,5,0.15290116046418567,0.6,87.94112455844879,0.7276595744680852,0.6483812406283417,1
57470.png,5,0.19266206482593037,0.9,107.49747359752655,0.565625,0.5812602737881222,1
41798.png,5,0.08533913565426171,1.4285714285714286,86.7695517539978,0.4859437751004016,0.6638056852658794,1
27441.png,5,0.17836634653861544,0.85,108.76955199241638,0.6599326599326599,0.5585999990657864,1
57462.png,5,0.07926170468187275,0.85,82.28427052497864,0.4342629482071713,0.7173410539701319,1
55161.png,5,0.13450880352140857,1.25,76.62741661071777,0.6238938053097345,0.7538340481049891,1
40920.png,5,0.1528611444577831,0.8,96.42640602588654,0.6013986013986014,0.6217851214662392,1
